Team,League,Country,Gender,Tier,Season,URL,Pld,Pts,Max_Pts,GD,xGD,PPG,Team+Nat,EffAge
Reims,Ligue 1,FRA,M,1,2021,https://fbref.com//en/squads/7fdd64e0/Reims-Stats,18,22,54,0,-2.6,1.2222222222222223,Reims (FRA),24.12948016029802
Rennes,Ligue 1,FRA,M,1,2021,https://fbref.com//en/squads/b3072e00/Rennes-Stats,18,31,54,17,9.2,1.7222222222222223,Rennes (FRA),25.134256133243305
Saint-Étienne,Ligue 1,FRA,M,1,2021,https://fbref.com//en/squads/d298ef2c/Saint-Etienne-Stats,18,12,54,-22,-10.9,0.6666666666666666,Saint-Étienne (FRA),24.66225954718266
Strasbourg,Ligue 1,FRA,M,1,2021,https://fbref.com//en/squads/c0d3eab4/Strasbourg-Stats,18,26,54,10,4.6,1.4444444444444444,Strasbourg (FRA),26.867496339677892
Troyes,Ligue 1,FRA,M,1,2021,https://fbref.com//en/squads/54195385/Troyes-Stats,18,16,54,-10,-8.2,0.8888888888888888,Troyes (FRA),27.393502618095827
Ajaccio,Ligue 2,FRA,M,2,2021,https://fbref.com//en/squads/7a54bb4f/Ajaccio-Stats,18,35,54,11,,1.9444444444444444,Ajaccio (FRA),27.50464344008555
Amiens,Ligue 2,FRA,M,2,2021,https://fbref.com//en/squads/25622401/Amiens-Stats,18,21,54,4,,1.1666666666666667,Amiens (FRA),25.175234436786806
Auxerre,Ligue 2,FRA,M,2,2021,https://fbref.com//en/squads/5ae09109/Auxerre-Stats,18,33,54,10,,1.8333333333333333,Auxerre (FRA),27.62204902293008
Bastia,Ligue 2,FRA,M,2,2021,https://fbref.com//en/squads/6283be2c/Bastia-Stats,18,19,54,-3,,1.0555555555555556,Bastia (FRA),27.920291888857705
Caen,Ligue 2,FRA,M,2,2021,https://fbref.com//en/squads/74229020/Caen-Stats,18,21,54,1,,1.1666666666666667,Caen (FRA),26.117356115107913
Dijon,Ligue 2,FRA,M,2,2021,https://fbref.com//en/squads/8dfb7350/Dijon-Stats,18,20,54,-6,,1.1111111111111112,Dijon (FRA),26.99130385679598
Dunkerque,Ligue 2,FRA,M,2,2021,https://fbref.com//en/squads/1740a29b/Dunkerque-Stats,18,16,54,-10,,0.8888888888888888,Dunkerque (FRA),27.616552814317167
Grenoble,Ligue 2,FRA,M,2,2021,https://fbref.com//en/squads/40aa7280/Grenoble-Foot-Stats,18,21,54,-8,,1.1666666666666667,Grenoble (FRA),27.74742617943206
Guingamp,Ligue 2,FRA,M,2,2021,https://fbref.com//en/squads/d41b5f53/Guingamp-Stats,18,21,54,-5,,1.1666666666666667,Guingamp (FRA),25.60508407851077
Le Havre,Ligue 2,FRA,M,2,2021,https://fbref.com//en/squads/5c2737db/Le-Havre-Stats,18,29,54,6,,1.6111111111111112,Le Havre (FRA),25.110387422796183
Nancy,Ligue 2,FRA,M,2,2021,https://fbref.com//en/squads/e88fc6e5/Nancy-Stats,18,12,54,-16,,0.6666666666666666,Nancy (FRA),24.248895934775224
Niort,Ligue 2,FRA,M,2,2021,https://fbref.com//en/squads/61d9850e/Niort-Stats,18,25,54,-1,,1.3888888888888888,Niort (FRA),23.551565222278423
Nîmes,Ligue 2,FRA,M,2,2021,https://fbref.com//en/squads/1cbf5f9e/Nimes-Stats,18,23,54,-1,,1.2777777777777777,Nîmes (FRA),24.38978675645342
Paris FC,Ligue 2,FRA,M,2,2021,https://fbref.com//en/squads/056a5a75/Paris-FC-Stats,18,33,54,8,,1.8333333333333333,Paris FC (FRA),26.06734384645603
Pau FC,Ligue 2,FRA,M,2,2021,https://fbref.com//en/squads/e5b6b0c1/Pau-FC-Stats,18,24,54,-1,,1.3333333333333333,Pau FC (FRA),26.523986905971327
Quevilly-Rouen,Ligue 2,FRA,M,2,2021,https://fbref.com//en/squads/34e7850d/Quevilly-Rouen-Stats,18,23,54,-5,,1.2777777777777777,Quevilly-Rouen (FRA),25.981931112365896
Rodez Aveyron,Ligue 2,FRA,M,2,2021,https://fbref.com//en/squads/9130bd3b/Rodez-Aveyron-Stats,17,25,51,3,,1.4705882352941178,Rodez Aveyron (FRA),25.932633212005488
Sochaux,Ligue 2,FRA,M,2,2021,https://fbref.com//en/squads/b9cd3c9a/Sochaux-Stats,18,32,54,4,,1.7777777777777777,Sochaux (FRA),25.600393147992136
Toulouse,Ligue 2,FRA,M,2,2021,https://fbref.com//en/squads/3f8c4b5f/Toulouse-Stats,17,33,51,21,,1.9411764705882353,Toulouse (FRA),24.99625646205954
Valenciennes,Ligue 2,FRA,M,2,2021,https://fbref.com//en/squads/259d3345/Valenciennes-Stats,18,20,54,-12,,1.1111111111111112,Valenciennes (FRA),25.92652027027027
Arminia,Fußball-Bundesliga,GER,M,1,2021,https://fbref.com//en/squads/247c4b67/Arminia-Stats,15,10,45,-12,-12.7,0.6666666666666666,Arminia (GER),26.285088015107576
Augsburg,Fußball-Bundesliga,GER,M,1,2021,https://fbref.com//en/squads/0cdc4311/Augsburg-Stats,15,16,45,-9,-11.6,1.0666666666666667,Augsburg (GER),26.568148148148147
Bayern Munich,Fußball-Bundesliga,GER,M,1,2021,https://fbref.com//en/squads/054efa67/Bayern-Munich-Stats,15,37,45,31,28.2,2.466666666666667,Bayern Munich (GER),26.700952252313094
Bochum,Fußball-Bundesliga,GER,M,1,2021,https://fbref.com//en/squads/b42c6323/Bochum-Stats,15,20,45,-7,-9.8,1.3333333333333333,Bochum (GER),28.30772878141299
Dortmund,Fußball-Bundesliga,GER,M,1,2021,https://fbref.com//en/squads/add600ae/Dortmund-Stats,15,31,45,13,7.9,2.066666666666667,Dortmund (GER),25.94999662139334
Eint Frankfurt,Fußball-Bundesliga,GER,M,1,2021,https://fbref.com//en/squads/f0ac8ee6/Eintracht-Frankfurt-Stats,15,21,45,1,-5.5,1.4,Eint Frankfurt (GER),26.345993265993265
Freiburg,Fußball-Bundesliga,GER,M,1,2021,https://fbref.com//en/squads/a486e511/Freiburg-Stats,15,25,45,11,1.8,1.6666666666666667,Freiburg (GER),26.21818181818182
Greuther Fürth,Fußball-Bundesliga,GER,M,1,2021,https://fbref.com//en/squads/12192a4c/Greuther-Furth-Stats,15,4,45,-33,-13.2,0.26666666666666666,Greuther Fürth (GER),25.67851851851852
Hertha BSC,Fußball-Bundesliga,GER,M,1,2021,https://fbref.com//en/squads/2818f8bc/Hertha-BSC-Stats,15,18,45,-12,-7.8,1.2,Hertha BSC (GER),26.54411863835524
Hoffenheim,Fußball-Bundesliga,GER,M,1,2021,https://fbref.com//en/squads/033ea6b8/Hoffenheim-Stats,15,26,45,9,4.9,1.7333333333333334,Hoffenheim (GER),25.891111111111112
Köln,Fußball-Bundesliga,GER,M,1,2021,https://fbref.com//en/squads/bc357bf7/Koln-Stats,15,19,45,-2,0.5,1.2666666666666666,Köln (GER),27.355356300141576
Leverkusen,Fußball-Bundesliga,GER,M,1,2021,https://fbref.com//en/squads/c7a9f859/Bayer-Leverkusen-Stats,15,27,45,13,3.9,1.8,Leverkusen (GER),24.136240703177823
M'Gladbach,Fußball-Bundesliga,GER,M,1,2021,https://fbref.com//en/squads/32f3ee20/Monchengladbach-Stats,15,18,45,-9,3.9,1.2,M'Gladbach (GER),25.78929292929293
Mainz 05,Fußball-Bundesliga,GER,M,1,2021,https://fbref.com//en/squads/a224b06a/Mainz-05-Stats,15,21,45,5,3.6,1.4,Mainz 05 (GER),26.063371270792647
RB Leipzig,Fußball-Bundesliga,GER,M,1,2021,https://fbref.com//en/squads/acbb6a5b/RB-Leipzig-Stats,15,21,45,10,7.3,1.4,RB Leipzig (GER),24.951515151515153
Stuttgart,Fußball-Bundesliga,GER,M,1,2021,https://fbref.com//en/squads/598bc722/Stuttgart-Stats,15,17,45,-3,-4.9,1.1333333333333333,Stuttgart (GER),24.24603228202877
Union Berlin,Fußball-Bundesliga,GER,M,1,2021,https://fbref.com//en/squads/7a41008f/Union-Berlin-Stats,15,23,45,1,1.2,1.5333333333333334,Union Berlin (GER),28.1580577816688
Wolfsburg,Fußball-Bundesliga,GER,M,1,2021,https://fbref.com//en/squads/4eaa11d7/Wolfsburg-Stats,15,20,45,-7,2.3,1.3333333333333333,Wolfsburg (GER),26.087973574221383
Darmstadt 98,2. Fußball-Bundesliga,GER,M,2,2021,https://fbref.com//en/squads/6a6967fc/Darmstadt-98-Stats,17,32,51,19,,1.8823529411764706,Darmstadt 98 (GER),25.82020660416791
Dresden,2. Fußball-Bundesliga,GER,M,2,2021,https://fbref.com//en/squads/ac36c181/Dresden-Stats,17,22,51,-2,,1.2941176470588236,Dresden (GER),25.889351576442593
Düsseldorf,2. Fußball-Bundesliga,GER,M,2,2021,https://fbref.com//en/squads/b1278397/Dusseldorf-Stats,17,20,51,-1,,1.1764705882352942,Düsseldorf (GER),26.915617353941638
Erzgebirge Aue,2. Fußball-Bundesliga,GER,M,2,2021,https://fbref.com//en/squads/6724656e/Erzgebirge-Aue-Stats,17,14,51,-13,,0.8235294117647058,Erzgebirge Aue (GER),26.46864215161252
Hamburger SV,2. Fußball-Bundesliga,GER,M,2,2021,https://fbref.com//en/squads/26790c6a/Hamburger-SV-Stats,17,29,51,13,,1.7058823529411764,Hamburger SV (GER),25.01113691858734
Hannover 96,2. Fußball-Bundesliga,GER,M,2,2021,https://fbref.com//en/squads/60b5e41f/Hannover-96-Stats,17,20,51,-10,,1.1764705882352942,Hannover 96 (GER),27.364750684279425
Hansa Rostock,2. Fußball-Bundesliga,GER,M,2,2021,https://fbref.com//en/squads/bc31a6e4/Hansa-Rostock-Stats,17,19,51,-10,,1.1176470588235294,Hansa Rostock (GER),28.3291146761735
Heidenheim,2. Fußball-Bundesliga,GER,M,2,2021,https://fbref.com//en/squads/18d9d2a7/Heidenheim-Stats,17,27,51,-2,,1.588235294117647,Heidenheim (GER),26.91491384432561
Holstein Kiel,2. Fußball-Bundesliga,GER,M,2,2021,https://fbref.com//en/squads/2ac661d9/Holstein-Kiel-Stats,17,18,51,-10,,1.0588235294117647,Holstein Kiel (GER),27.35321511732044
Ingolstadt 04,2. Fußball-Bundesliga,GER,M,2,2021,https://fbref.com//en/squads/12eb2039/Ingolstadt-04-Stats,17,7,51,-26,,0.4117647058823529,Ingolstadt 04 (GER),26.078669043374926
Jahn R'burg,2. Fußball-Bundesliga,GER,M,2,2021,https://fbref.com//en/squads/5cb328f2/Jahn-Regensburg-Stats,17,28,51,9,,1.6470588235294117,Jahn R'burg (GER),25.50399237278036
Karlsruher,2. Fußball-Bundesliga,GER,M,2,2021,https://fbref.com//en/squads/33ba9d7b/Karlsruher-Stats,17,24,51,3,,1.411764705882353,Karlsruher (GER),27.84856443622038
Nürnberg,2. Fußball-Bundesliga,GER,M,2,2021,https://fbref.com//en/squads/6f2c108c/Nurnberg-Stats,17,27,51,4,,1.588235294117647,Nürnberg (GER),25.732100380589916
Paderborn 07,2. Fußball-Bundesliga,GER,M,2,2021,https://fbref.com//en/squads/d9f93f02/Paderborn-07-Stats,17,27,51,11,,1.588235294117647,Paderborn 07 (GER),26.724561612787785
Sandhausen,2. Fußball-Bundesliga,GER,M,2,2021,https://fbref.com//en/squads/c241ee1a/Sandhausen-Stats,17,14,51,-17,,0.8235294117647058,Sandhausen (GER),28.321781588662617
Schalke 04,2. Fußball-Bundesliga,GER,M,2,2021,https://fbref.com//en/squads/c539e393/Schalke-04-Stats,17,29,51,11,,1.7058823529411764,Schalke 04 (GER),26.351377074534533
St. Pauli,2. Fußball-Bundesliga,GER,M,2,2021,https://fbref.com//en/squads/54864664/St-Pauli-Stats,17,36,51,17,,2.1176470588235294,St. Pauli (GER),26.223708569722305
Werder Bremen,2. Fußball-Bundesliga,GER,M,2,2021,https://fbref.com//en/squads/62add3bf/Werder-Bremen-Stats,17,26,51,4,,1.5294117647058822,Werder Bremen (GER),25.14293381037567
1860 Munich,3. Fußball-Liga,GER,M,3,2021,https://fbref.com//en/squads/2fbdf057/1860-Munich-Stats,19,26,57,2,,1.368421052631579,1860 Munich (GER),26.975742389507918
Braunschweig,3. Fußball-Liga,GER,M,3,2021,https://fbref.com//en/squads/8107958d/Eintracht-Braunschweig-Stats,19,35,57,16,,1.8421052631578947,Braunschweig (GER),26.678681552365763
Dortmund II,3. Fußball-Liga,GER,M,3,2021,https://fbref.com//en/squads/40347053/Dortmund-II-Stats,19,27,57,4,,1.4210526315789473,Dortmund II (GER),22.3546084176878
Hallescher,3. Fußball-Liga,GER,M,3,2021,https://fbref.com//en/squads/d69d0df7/Hallescher-Stats,18,22,54,-2,,1.2222222222222223,Hallescher (GER),25.455528643046247
Kaiserslautern,3. Fußball-Liga,GER,M,3,2021,https://fbref.com//en/squads/73a27a73/Kaiserslautern-Stats,19,32,57,15,,1.6842105263157894,Kaiserslautern (GER),26.396030599689723
MSV Duisburg,3. Fußball-Liga,GER,M,3,2021,https://fbref.com//en/squads/bbfd364f/MSV-Duisburg-Stats,19,17,57,-10,,0.8947368421052632,MSV Duisburg (GER),26.549949492264343
Magdeburg,3. Fußball-Liga,GER,M,3,2021,https://fbref.com//en/squads/e18a73da/Magdeburg-Stats,18,40,54,20,,2.2222222222222223,Magdeburg (GER),24.838192995318934
Meppen,3. Fußball-Liga,GER,M,3,2021,https://fbref.com//en/squads/93e94415/Meppen-Stats,19,33,57,2,,1.736842105263158,Meppen (GER),28.016664891917795
Osnabrück,3. Fußball-Liga,GER,M,3,2021,https://fbref.com//en/squads/3ce4e72c/Osnabruck-Stats,19,29,57,6,,1.5263157894736843,Osnabrück (GER),26.144208669624245
SC Freiburg II,3. Fußball-Liga,GER,M,3,2021,https://fbref.com//en/squads/01c7a449/SC-Freiburg-II-Stats,19,26,57,-11,,1.368421052631579,SC Freiburg II (GER),21.480223285486442
SV Waldhof,3. Fußball-Liga,GER,M,3,2021,https://fbref.com//en/squads/151d706e/SV-Waldhof-Stats,19,34,57,13,,1.7894736842105263,SV Waldhof (GER),25.734290271132377
Saarbrücken,3. Fußball-Liga,GER,M,3,2021,https://fbref.com//en/squads/eb4b278c/Saarbrucken-Stats,19,33,57,8,,1.736842105263158,Saarbrücken (GER),27.010419989367357
TSV Havelse,3. Fußball-Liga,GER,M,3,2021,https://fbref.com//en/squads/1fba6178/TSV-Havelse-Stats,19,12,57,-25,,0.631578947368421,TSV Havelse (GER),25.543831515929014
Türkgücü München,3. Fußball-Liga,GER,M,3,2021,https://fbref.com//en/squads/49f46afd/Turkgucu-Munchen-Stats,19,20,57,-9,,1.0526315789473684,Türkgücü München (GER),28.09479127792291
Verl,3. Fußball-Liga,GER,M,3,2021,https://fbref.com//en/squads/131bc303/Verl-Stats,19,18,57,-10,,0.9473684210526315,Verl (GER),23.826374094588836
Viktoria 1889,3. Fußball-Liga,GER,M,3,2021,https://fbref.com//en/squads/05deef93/Viktoria-1889-Stats,19,23,57,1,,1.2105263157894737,Viktoria 1889 (GER),25.305209058300765
Viktoria Köln,3. Fußball-Liga,GER,M,3,2021,https://fbref.com//en/squads/827a03db/Viktoria-Koln-Stats,19,22,57,-11,,1.1578947368421053,Viktoria Köln (GER),24.877058823529413
W'burg Kickers,3. Fußball-Liga,GER,M,3,2021,https://fbref.com//en/squads/4c2b6cd7/Wurzburger-Kickers-Stats,19,17,57,-11,,0.8947368421052632,W'burg Kickers (GER),24.2588612670409
Wehen,3. Fußball-Liga,GER,M,3,2021,https://fbref.com//en/squads/432f2430/Wehen-Wiesbaden-Stats,18,24,54,2,,1.3333333333333333,Wehen (GER),25.584046229675373
Zwickau,3. Fußball-Liga,GER,M,3,2021,https://fbref.com//en/squads/e0279c6f/Zwickau-Stats,18,22,54,0,,1.2222222222222223,Zwickau (GER),26.429653740389472
AEK Athens,Super League Greece,GRE,M,1,2021,https://fbref.com//en/squads/d5348c80/AEK-Athens-Stats,13,27,39,11,,2.076923076923077,AEK Athens (GRE),28.977334896443924
Apollon Smyrnis,Super League Greece,GRE,M,1,2021,https://fbref.com//en/squads/e205e89a/Apollon-Smyrnis-Stats,12,7,36,-16,,0.5833333333333334,Apollon Smyrnis (GRE),29.83457500846597
Aris,Super League Greece,GRE,M,1,2021,https://fbref.com//en/squads/edddfa63/Aris-Stats,13,23,39,3,,1.7692307692307692,Aris (GRE),29.395263404720964
Asteras Tripoli,Super League Greece,GRE,M,1,2021,https://fbref.com//en/squads/d884c383/Asteras-Tripoli-Stats,13,14,39,0,,1.0769230769230769,Asteras Tripoli (GRE),26.584013684783454
Atromitos,Super League Greece,GRE,M,1,2021,https://fbref.com//en/squads/c9607f44/Atromitos-Stats,13,9,39,-14,,0.6923076923076923,Atromitos (GRE),28.290716675745077
Ionikos,Super League Greece,GRE,M,1,2021,https://fbref.com//en/squads/cba90a8e/Ionikos-Stats,13,14,39,-5,,1.0769230769230769,Ionikos (GRE),29.128775959723097
OFI Crete,Super League Greece,GRE,M,1,2021,https://fbref.com//en/squads/80b1ef30/OFI-Crete-Stats,12,18,36,2,,1.5,OFI Crete (GRE),27.103703703703705
Olympiacos,Super League Greece,GRE,M,1,2021,https://fbref.com//en/squads/2fdb4aef/Olympiacos-Stats,13,35,39,15,,2.6923076923076925,Olympiacos (GRE),27.566433566433567
PAOK,Super League Greece,GRE,M,1,2021,https://fbref.com//en/squads/5a5e7874/PAOK-Stats,13,22,39,6,,1.6923076923076923,PAOK (GRE),28.369308469308468
PAS Giannina,Super League Greece,GRE,M,1,2021,https://fbref.com//en/squads/6507d2b8/PAS-Giannina-Stats,13,22,39,9,,1.6923076923076923,PAS Giannina (GRE),27.5001554001554
PAS Lamia,Super League Greece,GRE,M,1,2021,https://fbref.com//en/squads/890cfc60/PAS-Lamia-Stats,13,10,39,-6,,0.7692307692307693,PAS Lamia (GRE),28.690230961298376
Panathinaikos,Super League Greece,GRE,M,1,2021,https://fbref.com//en/squads/f3a5726c/Panathinaikos-Stats,13,20,39,11,,1.5384615384615385,Panathinaikos (GRE),27.76153846153846
Panetolikos,Super League Greece,GRE,M,1,2021,https://fbref.com//en/squads/6fc21c65/Panetolikos-Stats,13,12,39,-11,,0.9230769230769231,Panetolikos (GRE),26.620435120435122
